timestamp,level,stage,event,detail
2026-08-26T09:02:17.732332+00:00,INFO,run,start,Detection/false-alarm CIs over injection seeds (sudden)
2026-08-26T09:03:00.950120+00:00,INFO,report,table_saved,seed-robustness.csv
2026-08-26T09:03:00.951921+00:00,INFO,run,end,completed
