timestamp,level,stage,event,detail
2026-08-17T22:34:46.459260+00:00,INFO,run,start,Stratified evaluable-cohort subsample for fast iteration
2026-08-17T22:34:46.460255+00:00,INFO,data,subsample_start,data\interim\subsample
2026-08-17T22:34:50.777428+00:00,INFO,run,end,completed
