timestamp,step,split,metric,value,unit,context
2026-08-19T06:37:39.767161+00:00,0,all,injected_users,300.0,users,sudden
2026-08-19T06:37:44.447604+00:00,0,all,detection_rate,0.035,,sudden
2026-08-19T06:37:44.448604+00:00,0,all,false_alarm_rate,0.0,,sudden
2026-08-19T06:37:44.448604+00:00,0,all,median_detection_latency,10.0,interactions,sudden
2026-08-19T06:37:45.034961+00:00,0,all,injected_users,300.0,users,gradual
2026-08-19T06:37:50.286652+00:00,0,all,detection_rate,0.05,,gradual
2026-08-19T06:37:50.287653+00:00,0,all,false_alarm_rate,0.0,,gradual
2026-08-19T06:37:50.287653+00:00,0,all,median_detection_latency,13.0,interactions,gradual
2026-08-19T06:37:50.841697+00:00,0,all,injected_users,300.0,users,recurring
2026-08-19T06:37:56.907341+00:00,0,all,detection_rate,0.05,,recurring
2026-08-19T06:37:56.907341+00:00,0,all,false_alarm_rate,0.0,,recurring
2026-08-19T06:37:56.907341+00:00,0,all,median_detection_latency,10.0,interactions,recurring
