timestamp,step,split,metric,value,unit,context
2026-08-25T16:36:57.787839+00:00,0,test,users,441.0,users,
2026-08-25T16:37:00.946600+00:00,0,test,ndcg_at_k,0.015454352121862651,,static-0.5
2026-08-25T16:37:00.947602+00:00,0,test,hit_rate_at_k,0.028805496828752643,,static-0.5
2026-08-25T16:37:00.947602+00:00,0,test,mrr,0.016593819721820374,,static-0.5
2026-08-25T16:37:00.947602+00:00,0,test,ndcg_at_k_seen,0.015454352121862651,,static-0.5
2026-08-25T16:37:00.947602+00:00,0,test,mean_alpha,0.5,,static-0.5
2026-08-25T16:37:00.947602+00:00,0,test,alpha_changes_per_1k,0.0,,static-0.5
2026-08-25T16:37:00.948601+00:00,0,test,confirmed_frac,0.0,,static-0.5
2026-08-25T16:37:04.012844+00:00,0,test,ndcg_at_k,0.014554755713284276,,continuous
2026-08-25T16:37:04.013839+00:00,0,test,hit_rate_at_k,0.029069767441860465,,continuous
2026-08-25T16:37:04.013839+00:00,0,test,mrr,0.015090192052850011,,continuous
2026-08-25T16:37:04.013839+00:00,0,test,ndcg_at_k_seen,0.014554755713284276,,continuous
2026-08-25T16:37:04.013839+00:00,0,test,mean_alpha,0.7670669070237298,,continuous
2026-08-25T16:37:04.013839+00:00,0,test,alpha_changes_per_1k,526.6913319238901,,continuous
2026-08-25T16:37:04.013839+00:00,0,test,confirmed_frac,0.0,,continuous
2026-08-25T16:37:06.983172+00:00,0,test,ndcg_at_k,0.0144046079033518,,state-abrupt
2026-08-25T16:37:06.983172+00:00,0,test,hit_rate_at_k,0.029069767441860465,,state-abrupt
2026-08-25T16:37:06.983172+00:00,0,test,mrr,0.014874205508507187,,state-abrupt
2026-08-25T16:37:06.983172+00:00,0,test,ndcg_at_k_seen,0.0144046079033518,,state-abrupt
2026-08-25T16:37:06.983172+00:00,0,test,mean_alpha,0.7971458773784357,,state-abrupt
2026-08-25T16:37:06.983172+00:00,0,test,alpha_changes_per_1k,8.192389006342495,,state-abrupt
2026-08-25T16:37:06.983172+00:00,0,test,confirmed_frac,0.0,,state-abrupt
2026-08-25T16:37:10.776021+00:00,0,test,ndcg_at_k,0.0144046079033518,,state-gradual
2026-08-25T16:37:10.776021+00:00,0,test,hit_rate_at_k,0.029069767441860465,,state-gradual
2026-08-25T16:37:10.776021+00:00,0,test,mrr,0.014889741158032108,,state-gradual
2026-08-25T16:37:10.776021+00:00,0,test,ndcg_at_k_seen,0.0144046079033518,,state-gradual
2026-08-25T16:37:10.776021+00:00,0,test,mean_alpha,0.7988239957716702,,state-gradual
2026-08-25T16:37:10.776021+00:00,0,test,alpha_changes_per_1k,17.441860465116278,,state-gradual
2026-08-25T16:37:10.776021+00:00,0,test,confirmed_frac,0.0,,state-gradual
