timestamp,level,stage,event,detail
2026-08-26T14:03:52.423602+00:00,INFO,run,start,CUSUM-driven adaptive fusion vs static-0.8 and window-B (dense)
2026-08-26T14:03:57.996725+00:00,INFO,report,table_saved,dense-adaptation.csv
2026-08-26T14:03:58.201238+00:00,INFO,report,figure_saved,dense-recovery-curves.png
2026-08-26T14:03:58.202238+00:00,INFO,run,end,completed
