timestamp,step,split,metric,value,unit,context
2026-08-25T15:23:51.497457+00:00,0,train,train_loss,0.913915396157433,,
2026-08-25T15:23:51.497457+00:00,0,train,train_examples,434898.0,ex,
2026-08-25T15:23:52.281464+00:00,0,val,ndcg_at_k,0.00047626785475903986,,
2026-08-25T15:23:52.282468+00:00,0,val,recall_at_k,0.0009823182711198428,,
2026-08-25T15:23:52.282468+00:00,0,val,hit_rate_at_k,0.0009823182711198428,,
2026-08-25T15:23:52.282468+00:00,0,val,mrr,0.0006003478158187071,,
2026-08-25T15:23:52.282468+00:00,0,val,ndcg_at_k_seen,0.0009162081150303605,,
2026-08-25T15:23:52.282468+00:00,0,val,hit_rate_at_k_seen,0.0018897096718776842,,
2026-08-25T15:23:52.282468+00:00,0,val,n_scored,11198.0,positions,
2026-08-25T15:23:52.282468+00:00,0,val,n_seen_target,5821.0,positions,
2026-08-25T15:23:56.659799+00:00,0,test,ndcg_at_k,0.0004175273712934204,,
2026-08-25T15:23:56.660800+00:00,0,test,recall_at_k,0.0008718395815170009,,
2026-08-25T15:23:56.660800+00:00,0,test,hit_rate_at_k,0.0008718395815170009,,
2026-08-25T15:23:56.660800+00:00,0,test,mrr,0.0004916118717064835,,
2026-08-25T15:23:56.660800+00:00,0,test,ndcg_at_k_seen,0.0009004370841028397,,
2026-08-25T15:23:56.660800+00:00,0,test,hit_rate_at_k_seen,0.0018802041364491002,,
2026-08-25T15:23:56.660800+00:00,0,test,n_scored,80290.0,positions,
2026-08-25T15:23:56.660800+00:00,0,test,n_seen_target,37230.0,positions,
