timestamp,step,split,metric,value,unit,context
2026-08-25T16:37:53.203790+00:00,0,all,recovery_latency_full,5.0,,sudden/static-A
2026-08-25T16:37:53.204790+00:00,0,all,degradation_detected,0.024816199901268106,,sudden/static-A
2026-08-25T16:37:53.205790+00:00,0,all,recovery_latency_full,4.0,,sudden/window-B
2026-08-25T16:37:53.206790+00:00,0,all,degradation_detected,0.029707374141987528,,sudden/window-B
2026-08-25T16:37:53.217827+00:00,0,all,recovery_latency_full,4.0,,sudden/continuous-D
2026-08-25T16:37:53.218833+00:00,0,all,degradation_detected,0.023961788125459915,,sudden/continuous-D
2026-08-25T16:37:53.219835+00:00,0,all,recovery_latency_full,4.0,,sudden/proposed
2026-08-25T16:37:53.219835+00:00,0,all,degradation_detected,0.024129128983387125,,sudden/proposed
2026-08-25T16:37:53.560110+00:00,0,all,detection_rate,0.3855421686746988,,sudden
2026-08-25T16:37:53.560110+00:00,0,all,detected_users,32.0,users,sudden
2026-08-25T16:37:56.308128+00:00,0,all,recovery_latency_full,3.0,,gradual/static-A
2026-08-25T16:37:56.308128+00:00,0,all,degradation_detected,0.03549239461717016,,gradual/static-A
2026-08-25T16:37:56.310128+00:00,0,all,recovery_latency_full,9.0,,gradual/window-B
2026-08-25T16:37:56.310128+00:00,0,all,degradation_detected,0.04429559862557131,,gradual/window-B
2026-08-25T16:37:56.312131+00:00,0,all,recovery_latency_full,3.0,,gradual/continuous-D
2026-08-25T16:37:56.313132+00:00,0,all,degradation_detected,0.035662592105858,,gradual/continuous-D
2026-08-25T16:37:56.314128+00:00,0,all,recovery_latency_full,3.0,,gradual/proposed
2026-08-25T16:37:56.314128+00:00,0,all,degradation_detected,0.03547883380040358,,gradual/proposed
2026-08-25T16:37:56.630669+00:00,0,all,detection_rate,0.18072289156626506,,gradual
2026-08-25T16:37:56.630669+00:00,0,all,detected_users,15.0,users,gradual
2026-08-25T16:37:59.312816+00:00,0,all,recovery_latency_full,5.0,,recurring/static-A
2026-08-25T16:37:59.312816+00:00,0,all,degradation_detected,0.02482014349702269,,recurring/static-A
2026-08-25T16:37:59.314825+00:00,0,all,recovery_latency_full,4.0,,recurring/window-B
2026-08-25T16:37:59.314825+00:00,0,all,degradation_detected,0.029712245901342547,,recurring/window-B
2026-08-25T16:37:59.316838+00:00,0,all,recovery_latency_full,4.0,,recurring/continuous-D
2026-08-25T16:37:59.316838+00:00,0,all,degradation_detected,0.023964380466669426,,recurring/continuous-D
2026-08-25T16:37:59.318978+00:00,0,all,recovery_latency_full,4.0,,recurring/proposed
2026-08-25T16:37:59.319987+00:00,0,all,degradation_detected,0.024133335948994396,,recurring/proposed
2026-08-25T16:37:59.649276+00:00,0,all,detection_rate,0.3855421686746988,,recurring
2026-08-25T16:37:59.649276+00:00,0,all,detected_users,32.0,users,recurring
2026-08-25T16:38:01.074619+00:00,150,all,detection_rate,0.8795180722891566,,tradeoff/enter=1.5
2026-08-25T16:38:01.074619+00:00,150,all,false_alarm_rate,0.04819277108433735,,tradeoff/enter=1.5
2026-08-25T16:38:01.136845+00:00,175,all,detection_rate,0.6506024096385542,,tradeoff/enter=1.75
2026-08-25T16:38:01.136845+00:00,175,all,false_alarm_rate,0.024096385542168676,,tradeoff/enter=1.75
2026-08-25T16:38:01.198661+00:00,200,all,detection_rate,0.3253012048192771,,tradeoff/enter=2.0
2026-08-25T16:38:01.198661+00:00,200,all,false_alarm_rate,0.0,,tradeoff/enter=2.0
2026-08-25T16:38:01.256451+00:00,250,all,detection_rate,0.0,,tradeoff/enter=2.5
2026-08-25T16:38:01.257452+00:00,250,all,false_alarm_rate,0.0,,tradeoff/enter=2.5
2026-08-25T16:38:01.313670+00:00,300,all,detection_rate,0.0,,tradeoff/enter=3.0
2026-08-25T16:38:01.314670+00:00,300,all,false_alarm_rate,0.0,,tradeoff/enter=3.0
