timestamp,step,split,metric,value,unit,context
2026-08-19T07:17:54.596114+00:00,0,all,recovery_latency_full,2.0,,sudden/static-A
2026-08-19T07:17:54.596114+00:00,0,all,degradation_detected,0.0003190034584841969,,sudden/static-A
2026-08-19T07:17:54.603245+00:00,0,all,recovery_latency_full,0.0,,sudden/window-B
2026-08-19T07:17:54.603245+00:00,0,all,degradation_detected,0.0001709270505900635,,sudden/window-B
2026-08-19T07:17:54.618503+00:00,0,all,recovery_latency_full,2.0,,sudden/continuous-D
2026-08-19T07:17:54.619505+00:00,0,all,degradation_detected,0.00029253919477271236,,sudden/continuous-D
2026-08-19T07:17:54.624502+00:00,0,all,recovery_latency_full,2.0,,sudden/proposed
2026-08-19T07:17:54.625505+00:00,0,all,degradation_detected,0.0003192447217085379,,sudden/proposed
2026-08-19T07:17:55.019161+00:00,0,all,detection_rate,0.03666666666666667,,sudden
2026-08-19T07:17:55.019161+00:00,0,all,detected_users,11.0,users,sudden
2026-08-19T07:18:14.465412+00:00,0,all,recovery_latency_full,7.0,,gradual/static-A
2026-08-19T07:18:14.465941+00:00,0,all,degradation_detected,0.004284437670969897,,gradual/static-A
2026-08-19T07:18:14.475844+00:00,0,all,recovery_latency_full,0.0,,gradual/window-B
2026-08-19T07:18:14.476843+00:00,0,all,degradation_detected,0.004174433484581904,,gradual/window-B
2026-08-19T07:18:14.483847+00:00,0,all,recovery_latency_full,5.0,,gradual/continuous-D
2026-08-19T07:18:14.483847+00:00,0,all,degradation_detected,0.004617659388024317,,gradual/continuous-D
2026-08-19T07:18:14.493345+00:00,0,all,recovery_latency_full,3.0,,gradual/proposed
2026-08-19T07:18:14.493345+00:00,0,all,degradation_detected,0.003977209254643105,,gradual/proposed
2026-08-19T07:18:14.853574+00:00,0,all,detection_rate,0.03666666666666667,,gradual
2026-08-19T07:18:14.853574+00:00,0,all,detected_users,11.0,users,gradual
2026-08-19T07:18:34.130567+00:00,0,all,recovery_latency_full,2.0,,recurring/static-A
2026-08-19T07:18:34.130567+00:00,0,all,degradation_detected,0.00021736672940624033,,recurring/static-A
2026-08-19T07:18:34.137585+00:00,0,all,recovery_latency_full,0.0,,recurring/window-B
2026-08-19T07:18:34.137585+00:00,0,all,degradation_detected,8.472632294449958e-05,,recurring/window-B
2026-08-19T07:18:34.143607+00:00,0,all,recovery_latency_full,2.0,,recurring/continuous-D
2026-08-19T07:18:34.143607+00:00,0,all,degradation_detected,0.00019039651576283732,,recurring/continuous-D
2026-08-19T07:18:34.149797+00:00,0,all,recovery_latency_full,2.0,,recurring/proposed
2026-08-19T07:18:34.149797+00:00,0,all,degradation_detected,0.00021742257073533857,,recurring/proposed
2026-08-19T07:18:34.484814+00:00,0,all,detection_rate,0.03666666666666667,,recurring
2026-08-19T07:18:34.484814+00:00,0,all,detected_users,11.0,users,recurring
2026-08-19T07:18:44.940831+00:00,150,all,detection_rate,0.45666666666666667,,tradeoff/enter=1.5
2026-08-19T07:18:44.941831+00:00,150,all,false_alarm_rate,0.18,,tradeoff/enter=1.5
2026-08-19T07:18:45.212276+00:00,175,all,detection_rate,0.17666666666666667,,tradeoff/enter=1.75
2026-08-19T07:18:45.213287+00:00,175,all,false_alarm_rate,0.04666666666666667,,tradeoff/enter=1.75
2026-08-19T07:18:45.451902+00:00,200,all,detection_rate,0.03666666666666667,,tradeoff/enter=2.0
2026-08-19T07:18:45.451902+00:00,200,all,false_alarm_rate,0.0033333333333333335,,tradeoff/enter=2.0
2026-08-19T07:18:45.712284+00:00,250,all,detection_rate,0.0,,tradeoff/enter=2.5
2026-08-19T07:18:45.713286+00:00,250,all,false_alarm_rate,0.0,,tradeoff/enter=2.5
2026-08-19T07:18:45.960453+00:00,300,all,detection_rate,0.0,,tradeoff/enter=3.0
2026-08-19T07:18:45.961453+00:00,300,all,false_alarm_rate,0.0,,tradeoff/enter=3.0
