timestamp,level,stage,event,detail
2026-08-26T14:08:11.432390+00:00,INFO,run,start,Seed-robustness of CUSUM adaptive fusion (coherent drift)
2026-08-26T14:11:17.369693+00:00,INFO,report,table_saved,adaptation-seed-robustness.csv
2026-08-26T14:11:17.369693+00:00,INFO,run,end,completed
