timestamp,step,split,metric,value,unit,context
2026-08-19T06:35:52.399245+00:00,0,all,injected_users,300.0,users,sudden
2026-08-19T06:35:58.773953+00:00,0,all,detection_rate,0.035,,sudden
2026-08-19T06:35:58.773953+00:00,0,all,false_alarm_rate,0.0,,sudden
2026-08-19T06:35:58.773953+00:00,0,all,median_detection_latency,7.0,interactions,sudden
2026-08-19T06:35:59.458151+00:00,0,all,injected_users,300.0,users,gradual
2026-08-19T06:36:05.884547+00:00,0,all,detection_rate,0.02,,gradual
2026-08-19T06:36:05.884547+00:00,0,all,false_alarm_rate,0.0,,gradual
2026-08-19T06:36:05.884547+00:00,0,all,median_detection_latency,13.5,interactions,gradual
2026-08-19T06:36:06.509585+00:00,0,all,injected_users,300.0,users,recurring
2026-08-19T06:36:12.757534+00:00,0,all,detection_rate,0.025,,recurring
2026-08-19T06:36:12.758532+00:00,0,all,false_alarm_rate,0.0,,recurring
2026-08-19T06:36:12.758532+00:00,0,all,median_detection_latency,6.0,interactions,recurring
