timestamp,step,split,metric,value,unit,context
2026-08-25T16:37:19.237286+00:00,0,all,injected_users,83.0,users,sudden
2026-08-25T16:37:20.699770+00:00,0,all,detection_rate,0.3855421686746988,,sudden
2026-08-25T16:37:20.700781+00:00,0,all,false_alarm_rate,0.012048192771084338,,sudden
2026-08-25T16:37:20.700781+00:00,0,all,median_detection_latency,3.0,interactions,sudden
2026-08-25T16:37:20.981473+00:00,0,all,injected_users,83.0,users,gradual
2026-08-25T16:37:22.372705+00:00,0,all,detection_rate,0.18072289156626506,,gradual
2026-08-25T16:37:22.372705+00:00,0,all,false_alarm_rate,0.012048192771084338,,gradual
2026-08-25T16:37:22.373708+00:00,0,all,median_detection_latency,7.0,interactions,gradual
2026-08-25T16:37:22.613116+00:00,0,all,injected_users,83.0,users,recurring
2026-08-25T16:37:24.013451+00:00,0,all,detection_rate,0.3855421686746988,,recurring
2026-08-25T16:37:24.013451+00:00,0,all,false_alarm_rate,0.012048192771084338,,recurring
2026-08-25T16:37:24.013451+00:00,0,all,median_detection_latency,3.0,interactions,recurring
