timestamp,step,split,metric,value,unit,context
2026-08-19T06:48:53.197709+00:00,0,all,injected_users,300.0,users,sudden
2026-08-19T06:48:59.044539+00:00,0,all,detection_rate,0.045,,sudden
2026-08-19T06:48:59.044539+00:00,0,all,false_alarm_rate,0.01,,sudden
2026-08-19T06:48:59.045538+00:00,0,all,median_detection_latency,5.0,interactions,sudden
2026-08-19T06:48:59.648729+00:00,0,all,injected_users,300.0,users,gradual
2026-08-19T06:49:06.221080+00:00,0,all,detection_rate,0.04,,gradual
2026-08-19T06:49:06.221080+00:00,0,all,false_alarm_rate,0.01,,gradual
2026-08-19T06:49:06.221080+00:00,0,all,median_detection_latency,12.0,interactions,gradual
2026-08-19T06:49:06.797832+00:00,0,all,injected_users,300.0,users,recurring
2026-08-19T06:49:13.811204+00:00,0,all,detection_rate,0.05,,recurring
2026-08-19T06:49:13.811204+00:00,0,all,false_alarm_rate,0.01,,recurring
2026-08-19T06:49:13.811204+00:00,0,all,median_detection_latency,7.5,interactions,recurring
